"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","¿î¿µ¿äÀÏ","ÈŞ¹«ÀÏ","±³ÅëÁ¤º¸"
"22600","ja","«Á«ç«ó«¦«ó(?ê£)Íëê®","https://japanese.visitseoul.net/nature/cheongun-park-jp/JPP003136?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003136"," «½«¦«ëã¼ñ£ÖØ??ê£Ô× 3-55","03046 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«Á«ã«ó«¤«à«ó«í119 (?ê£Ô×)","","","","","","ò¢ù»?3?àÊ¡¸«­«ç«ó«Ü«Ã«¯«ó(ïÙİ¤«½«¦«ë??)¡¹?3ÛãõóÏ¢,  7212Ûã¡¢7022Ûã¡¢1020Ûã«Ğ«¹ªË?ó³ª·¡¢¡¸«Á«ã«ÏÚ¦ßÇ.«æ«ó«É«ó«¸«åÙş?Î½¡¹194m"
"23653","ja","«¦«ó«Ü«ó(ëíÜè)«í«Ã«¯«¯«é«¤«ß«ó«°Íëê®","https://japanese.visitseoul.net/nature/eunbong-rock-climbing-park-jp/JPP001605?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP001605","133-080 «½«¦«ëã¼àòÔÔ?ëíÜèÔ× 269-4","04742 «½«¦«ëã¼«½«ó«É«ó(àòÔÔ)?«È«Ã«½«À«ó«í60«®«ë13-1 (ëíÜèÔ×)","+82-2-2286-5674","","","","","ò¢ù»?«­«ç«ó«¤¡¤«Á«å«ó«¢«ó(ÌÈëù?ñéäç)àÊ¡¸«¦«ó«Ü«ó¡¹?1ÛãõóÏ¢,  668m"
"48458","ko","¿Á·ùÇå¸±·º½º","https://korean.visitseoul.net/nature/caferelax/KOPqpz1gt?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPqpz1gt"," ¼­¿ï °­ºÏ±¸ ¿ìÀÌµ¿ 236 ","01000 ¼­¿ï °­ºÏ±¸ »ï¾ç·Î181±æ 142 ¿Á·ùÇå¸±·º½º ","0507-1334-1829","https://www.instagram.com/cafe_relax._","11:00 ~ 21:30","¸ÅÀÏ","","ÁöÇÏÃ¶ ¿ìÀÌ½Å¼³¿ª ºÏÇÑ»ê¿ìÀÌ¿ª 1¹ø Ãâ±¸,  824m"
"29840","ja","«µ«à«Á«ç«ó«µ«²«´«¯(ß²ô¶ŞÑ?ÍÛ)","https://japanese.visitseoul.net/nature/samcheonsa-valley-jp/JPP029802?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP029802","122-200 «½«¦«ëã¼ëÚøÁ?òĞÎ°Ô×ß£25-2 ","03308 «½«¦«ëã¼«¦«ó«Ô«ç«ó(ëÚøÁ)?«è«ó«½«í54«®«ë127 (òĞÎ°Ô×)«µ«à«Á«ç«ó«µ«²«´«¯(ß²ô¶ŞÑ?ÍÛ)","","","","","","ò¢ù»?3?àÊ¡¸«¯«Ñ«Ğ«ë¡¹?2ÛãõóÏ¢,  7211Ûã«Ğ«¹ªË?ó³ı­ªÏªÊª´¡¢ß²ô¸ŞÅ¡¢??ŞÑìıÏ¢¡¢1.7km"
"22885","ja","«««à«í«Á«ç«ó(ÊöÖÚô»)ßæ÷¾Íëê®","https://japanese.visitseoul.net/nature/gamrocheon-ecological-park-jp/JPP002263?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002263","153-815 «½«¦«ëã¼ĞÛô¹?Ô¾ß£4Ô× 371?375¡¢373ìé?","08556 «½«¦«ëã¼«¯«à«Á«ç«ó(ĞÛô¹)?«È«¯«µ«ó«í54«®«ë188 (Ô¾ß£Ô×)","+82-2-2627-1655","http://parks.seoul.go.kr/parks/detailView.do?pIdx=39","","","","ò¢ù»?2?àÊ/«·«ó«ê«ààÊ¡¸«·«ó«ê«à¡¹?4ÛãõóÏ¢, «¯«¡«Ê«¯(Î®ä¿)10Ûã«Ş«¦«ë«Ğ«¹ªË÷³?ª·¡¢¡¸«¢«««·«¢õ½.ÚÅÛÁêÛ?ëÀíŞ¡¹ïÎ×ºá¶ªÇù»ó³ı­¡¢494m"
"3830","ja","«Ï«Ì«ëÍëê®","https://japanese.visitseoul.net/nature/haneul-park-jp/JPP003830?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003830","03900 «½«¦«ëã¼«Ş«İ(Ø«øİ?ß¾äÛÔ× 482 ÷®Û¾ËÔäĞ?á¶","03900 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Ï«Ì«ë«´«ó«¦«©«ó«í95 (ß¾äÛÔ×)÷®Û¾ËÔäĞ?á¶","+82-2-300-5501","http://parks.seoul.go.kr/template/sub/worldcuppark.do","¡Ø 5:00~20:30 (êÅª´ªÈªË×µÔÑîÜ) (KST) (ìí?ãÁÊàªòÍÅÕçª·ªÆ?êÅ÷Öğ¤ãÁÊàª¬ì¶ªÊªëª¿ªá¡¢«¦«§«Ö«µ«¤«ÈªÎü¬ìãª¬ù±âÎ)","","","ò¢ù»?6?àÊ¡¸«ï?«ë«É«««Ã«×¡¤«­«ç«ó«®«¸«ã«ó¡¹?1ÛãõóÏ¢ª«ªé«á«ó«³«ó«¤ï³?í»ÔÑó³«Á«±«Ã«È?ªêíŞªŞªÇå³803m ò¢ù»?6?àÊ¡¸«ï?«ë«É«««Ã«×¡¤«­«ç«ó«®«¸«ã«ó¡¹?1ÛãõóÏ¢ª«ªé«Ï«Ì«ëÍëê®ªŞªÇå³1.9km"
"23474","ja","«½«¦«ë«Ï«à(ùæ)Íëê®","https://japanese.visitseoul.net/nature/hangang-battleship-park-jp/JPP023466?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP023466","121-889 «½«¦«ëã¼Ø«øİ?ØĞêÀÔ× 205-5","03954 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Ş«İ«Ê«ë«®«ë407 (ØĞêÀÔ×)","+82-2-332-7500","https://www.seoulbattleshippark.com/ ","ù¾Ìù(3?10êÅ) øÁìí 10:00-19:00¡¢ñÎØÇ 10:00-20:00 ÔÏÌù(11?2êÅ) øÁìí 10:00-18:00¡¢ñÎØÇ 10:00-18:00  (*ìıíŞôóï·ªÏøÍÎ½30İÂîñªŞªÇ)","ûıèøìí?ìíèøìí","?ñÎêÅèøìí¡¢1êÅ1ìí¡¢?ïáêÅ¡¢õÕàª(??8êÅ15ìí)ªÎ?ìí","ò¢ù»?6?àÊ¡¸«Ş«ó«¦«©«ó¡¹?1ÛãõóÏ¢îñª«ªé«Ş«İ09Ûã«Ğ«¹ªË?ó³ª·¡¢¡¸ùÓË°Íëê®ìıÏ¢¡¹ïÎ×ºá¶ªÇù»ó³ı­¡¢å³592m ò¢ù»?2?àÊ/6?àÊ¡¸«Ï«×«Á«ç«ó¡¹?1ÛãõóÏ¢îñªÎ¡¸«Û«ë«È?ÔÛÜØò³?¡¹ïÎ×ºá¶ª«ªé«Ş«İ16Ûã«Ğ«¹ªË?ó³ª·¡¢¡¸«Õ«¡«Ô«ç«ó??¡¹ïÎ×ºá¶ªÇù»ó³ı­¡¢å³537m"
"23466","ko","¼­¿ïÇÔ °ø¿ø","https://korean.visitseoul.net/nature/hanriverhamsangpark/KOP023466?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP023466","121-889 ¼­¿ï ¸¶Æ÷±¸ ¸Á¿øµ¿ 205-5 ","03954 ¼­¿ï ¸¶Æ÷±¸ ¸¶Æ÷³ª·ç±æ 407 (¸Á¿øµ¿, ¼¼ºìÀÏ·¹ºì) ","02-332-7500","https://www.seoulbattleshippark.com/ ","ÇÏÀı±â(3~10¿ù) ÆòÀÏ 10:00~19:00, ÁÖ¸» 10:00~20:00 µ¿Àı±â(11~2¿ù) ÆòÀÏ 10:00~18:00, ÁÖ¸» 10:00~18:00  (*ÀÔÀå ¸¶°¨Àº Æó°ü30ºĞ Àü±îÁö)","È­¿äÀÏ~ÀÏ¿äÀÏ","¸ÅÁÖ ¿ù¿äÀÏ, 1¿ù1ÀÏ, ¼³³¯ ¹× Ãß¼® ´çÀÏ ","ÁöÇÏÃ¶ 6È£¼± ¸Á¿ø¿ª 1¹ø Ãâ±¸, ¸¶Æ÷09¹ø ¹ö½º Å¾½Â, ÇÑ°­°ø¿øÀÔ±¸ Á¤·ùÀå,  592m ÁöÇÏÃ¶ 2/6È£¼± ÇÕÁ¤¿ª 1¹ø Ãâ±¸,  ¸¶Æ÷16¹ø ¹ö½º Å¾½Â, È­Æò±³È¸ ¹ö½ºÁ¤·ùÀå,  537m"
"22859","ja","«Û«ó«¸«§«Á«ç«ó(ûğ?ô¹)","https://japanese.visitseoul.net/nature/hongjecheon-jp/JPP002287?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002287","120-090 «½«¦«ëã¼à¤ÓŞÚ¦?ûğ?Ô× ñ¤ÖØ?¡¢à¤ÓŞÚ¦?¡¢Ø«øİ?ìé?","120-090 «½«¦«ëã¼«½«Ç«à«ó(à¤ÓŞÚ¦)?«Û«ó«¸«§«É«ó(ûğ?Ô×) «Á«ç«ó«Î(ñ¤ÖØ)?¡¢«½«Ç«à«ó(à¤ÓŞÚ¦)?¡¢«Ş«İ(Ø«øİ)?ìé?","+82-2-330-1405","","ëå?İÄâ©(4êÅ3ìí?10êÅ31ìí) 4/5/9/10êÅ 9:00?19:00 6/7/8êÅ 8:00?20:00  ìÑÍï?(4êÅ3ìí?10êÅ31ìí) 12:00?13:00 (60İÂ) 13:30?14:00 (30İÂ) 14:30?15:00 (30İÂ) 15:30?16:00 (30İÂ) 16:30?17:00 (30İÂ) 17:30?18:00 (30İÂ)","","","ò¢ù»?6?àÊ¡¸«Ş«İ«°«Á«ç«ó¡¹?7ÛãõóÏ¢,  633m"
"29824","ja","«Á«ã«à«©«ó(œüêÂ)¡¤«Ï«ó«¬«ó(ùÓË°)Íëê®","https://japanese.visitseoul.net/nature/jamwon-hangang-park-jp/JPP002909?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002909","137-030 «½«¦«ëã¼ßúõ®?œüêÂÔ×121 ùÓË°Íëê®œüêÂäĞ?«»«ó«¿?","06513 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«Á«ã«à«©«ó«í221-124 (œüêÂÔ×)«Ï«ó«¬«ó(ùÓË°)Íëê®«Á«ã«à«©«ó(œüêÂ)äĞ?«»«ó«¿?","+82-2-3780-0531","https://hangang.seoul.go.kr/archives/46678","","","","ò¢ù»?3?àÊ¡¸  «Á«ã«à«·«ë?(«½«ó«Ñ??)¡¹?4ÛãõóÏ¢,  1.2km"
"23573","ja","«á«Õ«¡(ØŞü£)Íëê®","https://japanese.visitseoul.net/nature/maehwasu-park-jp/JPP001799?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP001799","157-030 «½«¦«ëã¼Ë°à¤?Ôôõ½Ô× 630-14","07550 «½«¦«ëã¼«««ó«½(Ë°à¤)?«ä«ó«Á«ç«ó«í62«®«ë14 (Ôôõ½Ô×)","+82-2-2600-4181","http://parks.seoul.go.kr/parks/detailView.do?pIdx=18","24ãÁÊà","","","ò¢ù»?9?àÊ¡¸«Á«å«ó«ß¡¹?4ÛãõóÏ¢,  59m"
"16345","ja","«Ê«à«µ«ó(Ñõß£)«½«¦«ë«¿«ï?å¨ÌØ","https://japanese.visitseoul.net/nature/namsan-seoul-tower-at-night-jp/JPP016321?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP016321","140-022 «½«¦«ëã¼×£ß£?×£ß£Ô×2Ê¶ß£ 1-3 Ñõß£«½«¦«ë«¿«ï?","04340 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«Ê«à«µ«ó«´«ó«¦«©«ó«®«ë105 (×£ß£Ô×2Ê¶)«Ê«à«µ«ó(Ñõß£)«½«¦«ë«¿«ï?","+82-2-3455-9277","https://www.seoultower.co.kr/jp/","10:00 ~ 22:30","","","ò¢ù»?3?àÊ/4?àÊ¡¸«Á«å«ó«à«í¡¹?¡¢ò¢ù»?3?àÊ¡¸«È«ó«Ç«¤«Ã«¯¡¹?,  âàü»«Ğ«¹01Ûã£¨Ñõß£âàü»£©ªË?ªê¡¢¡¸Ñõß£«½«¦«ë«¿«ï?¡¹ïÎ×ºá¶ù»ó³¡¢357m  «½«¦«ë«·«Æ«£«Ä«¢?«Ğ«¹ªË?ó³ı­¡¸N«½«¦«ë«¿«ï?¡¹ïÎ×ºá¶ù»ó³"
"694","ja","«½«Ë«å«É(à¹ë´Óö)Íëê®","https://japanese.visitseoul.net/nature/seonyudo-park-jp/JPP000378?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP000378","150-040 «½«¦«ëã¼çµÔôøİ?ÓÑß£Ô×1 ","07200 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?«½«ó«æ«í343 (ÓÑß£Ô×)","+82-2-2631-9368","https://parks.seoul.go.kr/template/sub/seonyudo.do","Íëê®:06:00-24:00 î÷ãÆÎ½:ûıèøìí~ìíèøìí 09:00-18:00 (ÔÏÌù 09:00-17:00)","Íëê®:êÅèøìí~ìíèøìí î÷ãÆÎ½:ûıèøìí~ìíèøìí","","ò¢ù»?9?àÊ¡¸«½«Ë«å«É¡¹? 2ÛãõóÏ¢,  782m"
"27773","en","Noeul Park","https://english.visitseoul.net/nature/Noeul-Park/ENP027691?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP027691","121-832 481-6, Sangam-dong, Mapo-gu, Seoul ","03900 108-2 Haneulgongwon-ro, Mapo-gu, Seoul ","+82-2-300-5501","https://parks.seoul.go.kr/eng/main.do","Daily 05:00 - 20:00 *Hours vary by month (Please check website for more information.)","","","Subway Line 6, World Cup Stadium Station, Exit 1,  803m  Maengkkongi Electric Car ticket office  Subway Line 6, World Cup Stadium Station, Exit 1,  3.3 km "
"24422","en","Oil Tank Culture Park","https://english.visitseoul.net/nature/Oil-Reservoir-Culture-Park/ENP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP023543","121-250 661, Seongsan-dong, Mapo-gu, Seoul ","03914 87, Jeungsan-ro, Mapo-gu, Seoul ","+82-2-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","Daily 10:00-18:00","","Closed Mondays * Park remains open year round","Subway Line 6  World Cup Stadium Station (Seongsan)  Exit 2,  790m"
"23455","ja","«Ş«ó«¦«ê(ØÎéØ×ì)Íëê®","https://japanese.visitseoul.net/nature/manguri-park-jp/JPP002100?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002100","  «½«¦«ëã¼«Á«å«ó«Ê«ó(ñéÕÈ)?«Ş«ó«¦«É«óß£57-1 ","02178  «½«¦«ëã¼«Á«å«ó«Ê«ó(ñéÕÈ)?«Ş«ó«¦«í91«®«ë2 ","+82-2-2094-6800","https://manguripark.or.kr/","24ãÁÊà","","","ò¢ù»?ÌÈëùñéäçàÊ¡¸«ä«ó«¦«©«ó¡¹?2ÛãõóÏ¢,  1.5km"
"3703","ja","«Ê«¯«µ«ó(Õ­ß£)Íëê®","https://japanese.visitseoul.net/nature/naksan-park-jp/JPP003700?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003700","110-510 «½«¦«ëñ£ÖØ?ÔÔâıÔ×ß£2-10 ","03085 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Ê«Ã«µ«ó«®«ë41 (ÔÔâıÔ×)","+82-2-743-7985~6","http://parks.seoul.go.kr/template/sub/naksan.do","9:00-18:00£¨ÔÏÌù9:00-17:00£©(KST) ¡ØÍëê®ªÏ24ãÁÊà","","","ò¢ù»?4?àÊ¡¸«Ø«Õ«¡¡¹? 2ÛãõóÏ¢,  491m"
"3010","ja","«Ê«¯«½«ó«Ç(ÕªàøÓÜ)Íëê®","https://japanese.visitseoul.net/nature/nakseongdae-park-jp/JPP003008?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003008","151-050 «½«¦«ëã¼Î®ä¿?Üåô¸Ô× 228 «Ê«¯«½«ó«Ç(ÑæàøÓÜ)Íëê®","151-050 «½«¦«ëã¼«¯«¡«Ê«¯(Î®ä¿)?«Ê«Ã«½«ó«Ç«í77 (Üåô¸Ô×) «Ê«¯«½«ó«Ç(ÑæàøÓÜ)Íëê®","+82-2-879-6524","http://www.gwanak.go.kr/site/gwanak/05/10503010100002016051205.jsp","24ãÁÊàËÒÛ¯","","","ò¢ù»?2?àÊ¡¸«Ê«Ã«½«ó«Ç¡¹?4ÛãõóÏ¢,  876m"
"3634","en","Namsan Park","https://english.visitseoul.net/nature/NamsanPark/ENP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003631","140-190 5-85 San, Yejang-dong, Jung-gu, Seoul ","04628 231, Samil-daero, Jung-gu, Seoul ","+82-2-3783-5900","http://parks.seoul.go.kr/template/sub/namsan.do","* Observatory: 10:00~22:30 * Cable Car: 10:00 - 23:00  ¡Ø Patriot Ahn Jung Geun Memorial Hall * March - October 10:00 - 18:00 * November - February 10:00 - 17:00","","","Subway Line 4  Hoehyeon Station  Exit 4,  932m Subway Line 4  Myeong-dong Station  Exit 3,  846m"
"27721","ja","«½«ìÓö","https://japanese.visitseoul.net/nature/seoraeseom-island-jp/JPP027688?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP027688","137-040 «½«¦«ëã¼ßúõ®?ÚïøİÔ× 115-5","06500 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«·«ó«Ğ«ó«İ«í11«®«ë40 (ÚïøİÔ×)«Ï«ó«¬«ó(ùÓË°)Íëê®«Ñ«ó«İ(Úïøİ)äĞ?«»«ó«¿?","+82-2-3780-0541","","24ãÁÊà","","Ò´ñéÙíıÌ","ò¢ù»?9?àÊ¡¸«·«ó«Ğ«ó«İ¡¹?1ÛãõóÏ¢,  1.1km"
"37772","ja","«»«Ó«ÃÓö","https://japanese.visitseoul.net/nature/«Ï«ó«¬«ó«»«Ó«ÃÓö/JPP037771?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP037771","137-040 «½«¦«ëã¼ßúõ®?ÚïøİÔ× 650","06500 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«ª«ê«ó«Ô«Ã«¯«Ç«í683 (ÚïøİÔ×)","+82-2-537-2440","http://www.ficonvention.com/","ªªïÁªËªèªë","","","ò¢ù»?3?àÊ/7?àÊ/9?àÊ¡¸«³«½«¯«¿?«ß«Ê«ë¡¹?8-1ÛãõóÏ¢ª«ªéÓù?650m"
"2142","ja","«ª«ê«ó«Ô«Ã«¯Íëê®","https://japanese.visitseoul.net/nature/«Ò«á«¸«×/JPP002139?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002139","138-749 «½«¦«ëã¼áæ÷ç?Û°ì¿Ô× ","05540 «½«¦«ëã¼«½«ó«Ñ(áæ÷ç)?«ª«ê«ó«Ô«Ã«¯«í424(Û°ì¿Ô×¡¢«ª«ê«ó«Ô«Ã«¯Íëê®) ","+82-2-410-1114","https://www.ksponco.or.kr/olympicpark/english","5:00-22:00 Óù?ªäí»?ó³ (?íŞò¢æ´ªÏ24:00)  6:00-22:00 ó³?ªÎõóÚæìı ¡Øã¿àâªÎäÌîïªÈÛ¾ÙıËÔªÎãó?ÜÁûŞªÎª¿ªá¡¢22ãÁì¤Ë½ªÏÍëê®?ªØªÎõóìıªêªòĞ×ª¸ªŞª¹¡£","","","ò¢ù»?5?àÊ/9?àÊ¡¸«ª«ê«ó«Ô«Ã«¯«´«ó«¦«©«ó¡¹? 4ÛãõóÏ¢,  1100m"
"29937","en","Banpo Hangang Park","https://english.visitseoul.net/nature/Banpo-Hangang-Park/ENP003968?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003968","137-040 115-5, Banpo-dong, Seocho-gu, Seoul ","137-040 40, Sinbanpo-ro 11-gil, Seocho-gu, Seoul ","+82-2-591-5943","https://hangang.seoul.go.kr/archives/46727","[Moonlight Rainbow Fountain Operation Hours] Off-Season (April to June, September to October): - (Each session lasts 20 minutes) 12:00, 19:30, 20:00, 20:30, 21:00 Peak Season (July to August): - (Each session lasts 20 minutes) 12:00, 19:30, 20:00, 20:30, 21:00, 21:30  *Note: The fountain operation may be halted depending on weather conditions to prevent power waste.","","","Subway Lines 3/7/9  Express Bus Terminal Station  Exit 8-1,  1.1km"
"3632","ja","«Ê«à«µ«ó(Ñõß£)Íëê® ","https://japanese.visitseoul.net/nature/namsan-park-jp/JPP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003631","140-19 «½«¦«ëã¼ñé?éıíŞÔ×5-85«Ê«à«µ«ó(Ñõß£)ğ¯ìéÜ¬Î½ ","04628 «½«¦«ëã¼«Á«å«ó(ñé)?«µ«ß«ë«Ç«í231 ","+82-2-3783-5900","http://parks.seoul.go.kr/namsan","ßÈãÁËÒÛ¯","","","ò¢ù»?4?àÊ¡¸«Õ«§«Ò«ç«ó¡¹? 4ÛãõóÏ¢,  923m ò¢ù»?4?àÊ¡¸«ß«ç«ó«É«ó¡¹? 3ÛãõóÏ¢,  846m"
"22879","ja","«Î«¦«©«ó(ÖÖê«)ô¸ÙşéÔñµÎ¡?Î½","https://japanese.visitseoul.net/nature/nowon-cosmos-school-jp/JPP002275?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002275","139-863 «½«¦«ëã¼ÖÖê«?ñé?Ô×507-1 ","01779 «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«È«ó«¤«ë«í205«®«ë13 (ñé?Ô×)","+82-2-971-6232","https://www.nowoncosmos.or.kr/","çíîñ9ãÁ30İÂ-çíı­5ãÁ30İÂ(¡Øçíı­5ãÁªŞªÇìıíŞÊ¦Òö) ÑÑèøìí¡¢÷Ïèøìí å¨Êà?ö´ 19:30-21:00","","êÅèøìí¡¢1êÅ1ìí¡¢«½«ë«é«ë(?ïáêÅ)?ìí¡¢«Á«å«½«¯(õÕàª:??ªÎİÎıÌªß)?ìí ","ò¢ù»?7?àÊ¡¸«Ï«²¡¹?6ÛãõóÏ¢,  501m"
"3600","ja","«È«Ü«ó«µ«ó(Ô³Üèß£)","https://japanese.visitseoul.net/nature/«È«Ü«ó«µ«ó-Ô³Üèß£/JPP003598?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003598","132-010 «½«¦«ëã¼Ô³Üè?Ô³ÜèÔ×¡¢ÌÈĞúÔ³ì¡ïÙİ¤ã¼ åÅñ¶ã¼íşıéØüìé?","132-010 «½«¦«ëã¼«È«Ü«ó«°(Ô³Üè?)«È«Ü«ó(Ô³ÜèÔ×)ìé? ","+82-2-954-2566","https://tour.dobong.go.kr/Contents.asp?code=10006251"," 7£º30?18£º00 (3êÅ?10êÅ) 8£º00?17£º00 (11êÅ?2êÅ) ","?ìí","","ò¢ù»?1?àÊ/7?àÊ¡¸«È«Ü«ó«µ«ó¡¹?1ÛãõóÏ¢,  552m"
"37657","ja","«Ú«ó«Ë«ç«ó«µ«ó(ÛÜÖ¥ß£)","https://japanese.visitseoul.net/nature/«Ú«ó«Ë«ç«ó«µ«ó/JPP037529?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP037529"," «½«¦«ëã¼«½«Ç«à«ó (à¤ÓŞÚ¦)?«Û«ó«¦«ó«É«ó(ûğëÚÔ×) ","03651 «½«¦«ëã¼«½«Ç«à«ó (à¤ÓŞÚ¦)?«Û«ó«¦«ó«É«ó(ûğëÚÔ×) Ôôß£Ô³ªÎìıÏ¢ª´ªÈªËÔ³ª¬ì¶ªÊªêªŞª¹¡£","","","","","","ò¢ù»?3?àÊ¡¸«Û«ó«¸«§¡¹?3ÛãõóÏ¢ª«ªé«½«Ç«à«ó(à¤ÓŞÚ¦)14Ûã«Ş«¦«ë«Ğ«¹ªË?ó³ª·¡¢¡¸«µ«à«¹«ó«°«ê?«ó«ô«£«é¡¹ïÎ×ºá¶,  294m"
"39375","ja","«è«ó«Ş«µ«ó(×£Ø©ß£)","https://japanese.visitseoul.net/nature/«è«ó«Ş«µ«ó×£Ø©ß£/JPP039305?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP039305"," «½«¦«ëã¼«Á«å«ó«Ê«ó(ñéÕÈ)?«ß«ç«ó«â«¯Ô×¡¤ß£¡¤1-4 ","02257 «½«¦«ëã¼«Á«å«ó«Ê«ó(ñéÕÈ)?«è«ó«Ş«µ«ó«í250-12 («è«ó«Ş(×£Ø©)ÛÕâ©ò®¡¢«è«ó«Ş(×£Ø©)«È«ë«µ«óÍëê®) ","+82-2-2094-2340","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200597","","?ìí","","ò¢ù»?7?àÊ¡¸«è«ó«Ş«µ«ó¡¹?2ÛãõóÏ¢,  553m"
"16405","en","Bugaksan Mountain at Night","https://english.visitseoul.net/nature/BugaksanMountainatNight/ENP016324?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP016324","110-012 Buam-dong, Jongno-gu, Seoul ","03010 Buam-dong, Jongno-gu, Seoul ","+82-2-730-9924","","* Mountain Foot Path: November - February 09:00 - 17:00 (Last entry at 15:00) March - April & September - October 07:00 - 18:00 (Last entry at 16:00) May - August 07:00 - 19:00 (Last entry at 17:00)","","","Subway Line 3, Gyeongbokgung Station, Exit 3. Take buses 7212, 7022, or 1020. Get off at the Jahamun Tunnel/Yoon Dong-ju Literature Museum,  807m"
"371","en","Bukhansan National Park","https://english.visitseoul.net/nature/BukhansanNationalPark/ENP000369?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP000369","136-855 829 Jeongneung-dong, Seongbuk-gu, Seoul ","02704  215 Bogukmun-ro, Seongbuk-gu, Seoul Bukhansan National Park Ecological Culture Center","+82-1670-9201","http://bukhan.knps.or.kr","9:00 ~ 18:00 Last Entry - Summer: 16:00 - Winter: 15:00","Daily ","","Subway Line 5, Gwanghwamun Station Exit 2, Transfer to Bus 1020, Get off at Bukhansan National Park Entrance, 132m"
"23908","en","Buramsan Mountain","https://english.visitseoul.net/nature/Buramsan-Mountain/ENP003828?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003828","139-200 26, Junggye-dong, Nowon-gu, Seoul ","01716 73, Deongneung-ro 94-gil, Nowon-gu, Seoul ","+82-2-2116-3943","","","","","Subway Line 4  Sanggye Station  Exit 1,  654m"
"22445","ja","«×«é«à«µ«ó(?äÛß£)","https://japanese.visitseoul.net/nature/Buramsan-Mountain-JP/JPP003828?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003828","139-200 «½«¦«ëã¼ÖÖê«?ñé?Ô× ß£26 «×«é«à«µ«ó(?äÛß£)Íëê®Î·×âãø","01716 «½«¦«ëã¼«Î«¦«©«ó(ÖÖê«)?«È«ó«Ì«ó«í94«®«ë73 (ñé?Ô×)«×«é«à«µ«ó(?äÛß£)Íëê®Î·×âãø","+82-2-2116-3943","","","","","ò¢ù»?4?àÊ¡¸«µ«ó«²¡¹?1ÛãõóÏ¢,  654m"
"43382","ko","Ã»°è»ê ¼öº¯°ø¿ø","https://korean.visitseoul.net/nature/CheonggyesanStreamWatersidePark/KOPv3l77y?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPv3l77y"," ¼­¿ï ¼­ÃÊ±¸ ½Å¿øµ¿ 283-1 ","06802 ¼­¿ï ¼­ÃÊ±¸ Ã»°è»ê·Î9±æ 1-15 (½Å¿øµ¿) ","","","","","","ÁöÇÏÃ¶ ½ÅºĞ´ç¼± Ã»°è»êÀÔ±¸¿ª 1¹ø Ãâ±¸,  399m"
